1.09/75;28.11;1.77,-0.03,10.80;-0.08,-0.04,0.03;30.65;11.00
1.10/0;28.11;1.68,-0.08,10.82;-0.08,-0.03,0.03;30.69;12.00
1.12/0;28.07;1.72,-0.05,10.73;-0.09,-0.05,0.03;30.74;12.00
1.14/0;28.05;1.74,-0.05,10.62;-0.09,-0.04,0.03;30.65;12.00
1.15/1308;28.01;1.76,-0.05,10.76;-0.09,-0.04,0.03;30.65;11.00
1.17/2224;28.01;1.73,-0.04,10.72;-0.09,-0.04,0.03;30.65;11.00
1.19/0;28.05;1.68,-0.00,10.89;-0.09,-0.04,0.03;30.69;12.00
1.20/0;28.11;1.77,0.00,10.78;-0.09,-0.04,0.03;30.69;13.00
1.22/176;28.11;1.74,-0.04,10.72;-0.09,-0.04,0.03;30.69;14.00
1.24/2878;28.07;1.72,-0.03,10.77;-0.09,-0.04,0.03;30.69;13.00
1.25/0;28.05;1.85,-0.07,10.84;-0.08,-0.04,0.03;30.65;13.00
1.27/0;28.05;1.69,-0.02,10.77;-0.09,-0.04,0.03;30.69;14.00
1.29/0;27.99;1.76,0.01,10.75;-0.09,-0.04,0.03;30.69;13.00
1.30/1746;27.85;1.77,-0.03,10.78;-0.09,-0.04,0.03;30.79;12.00
1.32/19;27.93;1.77,0.02,10.77;-0.09,-0.04,0.03;30.69;12.00
1.34/0;27.99;1.82,0.02,10.78;-0.09,-0.04,0.03;30.74;13.00
1.35/0;28.05;1.78,-0.02,10.75;-0.09,-0.04,0.03;30.69;13.00
1.37/0;27.95;1.70,-0.01,10.70;-0.09,-0.04,0.03;30.69;13.00
1.39/55;28.07;1.74,-0.02,10.84;-0.09,-0.04,0.03;30.55;12.00
1.40/0;28.07;1.75,-0.05,10.69;-0.09,-0.04,0.03;30.60;13.00
1.42/0;28.07;1.64,-0.04,10.69;-0.09,-0.04,0.03;30.69;14.00
1.44/0;28.07;1.77,-0.03,10.75;-0.09,-0.04,0.03;30.65;13.00
1.45/895;28.05;1.71,-0.02,10.88;-0.09,-0.04,0.03;30.69;12.00
1.47/0;28.05;1.75,0.01,10.72;-0.09,-0.04,0.03;30.60;13.00
1.49/0;28.11;1.75,-0.07,10.79;-0.09,-0.04,0.03;30.65;13.00
1.50/0;28.07;1.71,-0.05,10.85;-0.09,-0.04,0.03;30.60;13.00
1.52/0;28.05;1.74,-0.00,10.78;-0.09,-0.04,0.03;30.69;12.00
1.54/579;28.07;1.72,-0.04,10.72;-0.09,-0.04,0.03;30.74;13.00
1.55/0;28.07;1.76,-0.01,10.77;-0.09,-0.04,0.03;30.74;15.00
1.57/0;28.07;1.77,-0.07,10.85;-0.09,-0.04,0.03;30.69;15.00
1.59/0;28.01;1.76,-0.01,10.84;-0.09,-0.04,0.03;30.65;14.00
1.60/6;28.05;1.77,-0.09,10.67;-0.09,-0.04,0.03;30.60;14.00
1.62/0;27.99;1.77,-0.01,10.75;-0.09,-0.04,0.03;30.69;15.00
1.64/0;28.05;1.74,-0.06,10.80;-0.09,-0.04,0.03;30.65;17.00
1.65/0;28.07;1.73,0.00,10.80;-0.09,-0.04,0.03;30.60;17.00
1.67/90;28.11;1.80,-0.08,10.73;-0.09,-0.04,0.03;30.69;18.00
1.69/0;28.11;1.76,-0.02,10.75;-0.09,-0.04,0.03;30.65;19.00
1.70/0;28.05;1.68,-0.01,10.83;-0.09,-0.04,0.03;30.79;20.00
1.72/0;28.07;1.71,0.03,10.83;-0.09,-0.04,0.03;30.69;20.00
1.74/89;28.05;1.83,-0.07,10.60;-0.08,-0.02,0.03;30.74;20.00
1.75/0;28.07;1.77,-0.05,10.80;-0.09,-0.04,0.03;30.69;21.00
1.77/0;28.07;1.75,-0.04,10.67;-0.09,-0.04,0.03;30.69;21.00
1.79/0;28.07;1.79,-0.04,10.92;-0.09,-0.03,0.03;30.74;20.00
1.80/0;28.17;1.74,-0.05,10.94;-0.09,-0.04,0.03;30.60;19.00
1.82/0;28.11;1.72,-0.06,10.86;-0.09,-0.04,0.03;30.69;20.00
1.84/0;28.07;1.83,-0.08,10.68;-0.09,-0.05,0.03;30.65;21.00
1.85/0;28.07;1.87,-0.00,10.83;-0.09,-0.04,0.03;30.69;21.00
1.87/115;28.07;1.71,-0.06,10.61;-0.09,-0.03,0.03;30.79;21.00
1.89/0;28.23;1.76,-0.01,10.76;-0.09,-0.04,0.03;30.65;22.00
1.90/0;28.11;1.79,0.01,10.83;-0.09,-0.03,0.03;30.65;23.00
1.92/0;28.17;1.71,-0.02,10.88;-0.09,-0.06,0.03;30.84;22.00
1.94/2901;28.01;1.83,-0.01,10.69;-0.09,-0.04,0.03;30.65;20.00
1.96/0;28.05;1.86,0.00,10.75;-0.09,-0.04,0.03;30.65;21.00
1.97/0;28.01;1.80,-0.04,10.71;-0.09,-0.04,0.03;30.74;22.00
1.99/162;28.07;1.78,-0.01,10.72;-0.09,-0.04,0.03;30.74;21.00
2.01/26;28.01;1.81,0.00,10.69;-0.09,-0.04,0.03;30.55;20.00
2.02/0;28.05;1.81,0.00,10.80;-0.09,-0.04,0.03;30.69;20.00
2.04/0;28.05;1.77,-0.05,10.79;-0.09,-0.04,0.03;30.74;22.00
2.06/0;27.99;1.85,-0.09,10.65;-0.09,-0.04,0.03;30.65;21.00
2.07/64;27.87;1.82,-0.04,10.75;-0.09,-0.04,0.03;30.69;20.00
2.09/0;27.87;1.79,-0.05,10.74;-0.09,-0.04,0.03;30.65;21.00
2.11/0;27.99;1.75,-0.00,10.75;-0.09,-0.04,0.03;30.65;22.00
2.12/0;27.99;1.80,-0.09,10.75;-0.09,-0.04,0.03;30.60;22.00
2.14/0;28.07;1.69,0.18,10.75;-0.09,-0.04,0.03;30.65;20.00
2.16/0;28.05;1.86,0.02,10.75;-0.09,-0.04,0.03;30.74;20.00
2.17/0;27.99;1.86,-0.02,10.81;-0.09,-0.04,0.03;30.69;21.00
2.19/0;28.05;1.73,-0.01,10.71;-0.09,-0.04,0.03;30.74;22.00
2.21/0;27.99;1.79,-0.04,10.67;-0.09,-0.04,0.03;30.74;22.00
2.22/0;27.95;1.84,-0.07,10.75;-0.09,-0.04,0.03;30.60;21.00
2.24/58;27.99;1.83,-0.07,10.82;-0.09,-0.05,0.03;30.65;20.00
2.26/55;27.99;1.87,-0.11,10.74;-0.09,-0.04,0.03;30.65;20.00
2.27/0;27.99;1.74,-0.01,10.68;-0.08,-0.04,0.03;30.69;21.00
2.29/0;28.07;1.80,-0.04,10.76;-0.09,-0.04,0.03;30.65;23.00
2.31/0;28.13;1.75,0.02,10.67;-0.09,-0.04,0.03;30.65;23.00
2.32/0;28.13;1.83,-0.01,10.70;-0.09,-0.04,0.03;30.69;23.00
2.34/16;28.11;1.78,-0.02,10.80;-0.09,-0.04,0.03;30.55;21.00
2.36/0;28.07;1.81,-0.06,10.79;-0.08,-0.04,0.03;30.65;21.00
2.37/0;28.11;1.87,-0.06,10.75;-0.09,-0.04,0.03;30.60;22.00
2.39/0;28.07;1.86,0.01,10.78;-0.09,-0.04,0.03;30.65;22.00
2.41/0;28.05;1.84,0.04,10.79;-0.09,-0.04,0.03;30.74;22.00
2.42/0;27.95;1.83,-0.01,10.79;-0.09,-0.04,0.03;30.69;21.00
2.44/0;27.95;1.75,-0.04,10.73;-0.09,-0.04,0.03;30.74;18.00
2.46/18;28.01;1.81,0.00,10.81;-0.09,-0.04,0.03;30.65;17.00
2.47/0;27.93;1.77,0.02,10.75;-0.09,-0.04,0.03;30.69;18.00
2.49/0;28.01;1.81,-0.02,10.78;-0.09,-0.04,0.03;30.65;19.00
2.51/0;27.99;1.73,-0.06,10.72;-0.09,-0.04,0.03;30.69;19.00
2.52/0;27.95;1.86,-0.02,10.76;-0.08,-0.04,0.03;30.69;19.00
2.54/0;28.01;1.87,-0.21,10.65;-0.09,-0.04,0.03;30.65;18.00
2.56/29;28.05;1.86,-0.01,10.74;-0.09,-0.04,0.03;30.74;17.00
2.57/1918;28.07;1.83,-0.03,10.75;-0.09,-0.05,0.03;30.69;17.00
2.59/0;28.05;1.87,-0.07,10.73;-0.09,-0.04,0.03;30.65;18.00
2.61/0;28.01;1.85,-0.01,10.53;-0.09,-0.03,0.03;30.74;19.00
2.62/0;28.07;1.85,0.00,10.65;-0.09,-0.04,0.03;30.60;19.00
2.64/0;28.07;1.83,-0.06,10.73;-0.09,-0.04,0.03;30.65;21.00
2.66/2586;28.01;1.82,0.04,10.80;-0.09,-0.04,0.03;30.60;20.00
2.67/2102;27.99;1.83,-0.05,10.66;-0.09,-0.04,0.03;30.69;21.00
2.69/0;27.99;1.79,0.01,10.79;-0.09,-0.04,0.03;30.65;21.00
2.71/0;28.11;1.84,0.06,10.81;-0.09,-0.04,0.03;30.55;21.00
2.73/784;28.07;1.87,0.01,10.76;-0.09,-0.04,0.03;30.65;20.00
2.74/2800;28.01;1.80,-0.03,10.78;-0.09,-0.04,0.03;30.74;20.00
2.76/2032;28.07;1.72,-0.05,10.80;-0.09,-0.04,0.03;30.60;20.00
2.78/0;27.99;2.07,-0.07,9.73;-0.08,0.01,0.03;30.74;21.00
2.79/0;28.01;1.79,0.00,10.75;-0.09,-0.04,0.03;30.65;21.00
2.81/0;28.13;1.78,-0.03,10.81;-0.09,-0.04,0.03;30.69;21.00
2.83/0;28.01;1.76,-0.08,10.89;-0.09,-0.03,0.03;30.69;20.00
2.84/59;28.05;1.84,-0.02,10.79;-0.09,-0.04,0.03;30.55;19.00
2.86/0;28.05;1.83,0.01,10.71;-0.09,-0.04,0.03;30.74;19.00
2.88/0;28.05;1.74,-0.05,10.81;-0.09,-0.04,0.03;30.74;19.00
2.89/0;27.99;1.82,-0.08,10.71;-0.09,-0.04,0.03;30.65;21.00
2.91/0;28.05;1.72,0.01,10.71;-0.09,-0.05,0.03;30.74;22.00
2.93/0;28.05;1.81,-0.05,10.80;-0.09,-0.04,0.03;30.69;22.00
2.94/0;28.05;1.82,-0.02,10.74;-0.09,-0.04,0.03;30.65;21.00
2.96/42;27.99;1.76,-0.04,10.79;-0.09,-0.04,0.03;30.65;20.00
2.98/0;27.95;1.79,-0.07,10.75;-0.09,-0.04,0.03;30.69;20.00
2.99/0;28.05;1.83,0.04,10.75;-0.09,-0.04,0.03;30.69;21.00
3.01/0;28.01;1.81,0.02,10.78;-0.09,-0.04,0.03;30.74;21.00
3.03/0;27.99;1.84,-0.05,10.75;-0.09,-0.04,0.03;30.65;21.00
3.04/0;28.01;1.86,-0.10,10.64;-0.09,-0.04,0.03;30.65;21.00
3.06/62;27.99;1.81,-0.03,10.78;-0.09,-0.04,0.03;30.65;20.00
3.08/22;27.99;1.78,0.03,10.81;-0.09,-0.04,0.03;30.60;20.00
3.09/0;28.07;1.83,-0.03,10.81;-0.09,-0.04,0.03;30.69;20.00
3.11/0;28.01;1.82,-0.03,10.73;-0.09,-0.04,0.03;30.69;21.00
3.13/0;27.99;1.83,-0.01,10.80;-0.09,-0.04,0.03;30.69;21.00
3.14/0;27.91;1.81,0.01,10.70;-0.09,-0.04,0.03;30.74;20.00
3.16/0;27.99;1.82,-0.01,10.76;-0.09,-0.04,0.03;30.55;19.00
3.18/96;27.93;1.81,-0.06,10.75;-0.09,-0.04,0.03;30.65;19.00
3.19/0;27.91;1.81,-0.01,10.71;-0.09,-0.04,0.03;30.60;19.00
3.21/0;27.91;1.83,0.00,10.77;-0.09,-0.04,0.03;30.65;20.00
3.23/0;27.93;1.79,0.02,10.73;-0.09,-0.04,0.03;30.60;22.00
3.24/0;28.05;1.81,-0.05,10.82;-0.08,-0.04,0.03;30.65;23.00
3.26/0;28.01;1.73,-0.01,10.71;-0.09,-0.05,0.03;30.69;22.00
3.28/47;28.05;1.76,-0.07,10.81;-0.09,-0.04,0.03;30.60;20.00
3.29/0;28.07;1.75,-0.02,10.81;-0.09,-0.04,0.03;30.69;20.00
3.31/0;28.01;1.75,-0.01,10.73;-0.09,-0.04,0.03;30.65;21.00
3.33/0;28.07;1.80,-0.06,10.74;-0.09,-0.04,0.03;30.65;21.00
3.34/0;28.05;1.81,-0.12,10.80;-0.09,-0.04,0.03;30.65;21.00
3.36/0;28.05;1.79,-0.03,10.76;-0.09,-0.04,0.03;30.65;21.00
3.38/0;28.05;1.81,-0.04,10.79;-0.09,-0.04,0.03;30.74;20.00
3.39/109;28.07;1.75,-0.03,10.78;-0.09,-0.04,0.03;30.69;19.00
3.41/0;27.93;1.86,-0.08,10.73;-0.09,-0.04,0.03;30.69;19.00
3.43/0;27.93;1.79,-0.08,10.80;-0.09,-0.04,0.03;30.60;20.00
3.44/0;27.99;1.82,-0.06,10.77;-0.09,-0.04,0.03;30.65;21.00
3.46/0;28.01;1.83,-0.05,10.79;-0.09,-0.05,0.03;30.55;20.00
3.48/0;28.05;1.78,0.07,10.50;0.00,0.58,-0.11;30.65;19.00
3.49/48;28.05;1.83,-0.05,10.78;-0.09,-0.04,0.03;30.60;19.00
3.51/0;28.07;1.78,-0.02,10.86;-0.09,-0.03,0.03;30.65;19.00
3.53/0;28.01;1.60,0.17,11.16;-0.10,-0.07,0.03;30.65;21.00
3.54/0;28.05;1.76,0.00,10.73;-0.09,-0.04,0.03;30.65;22.00
3.56/0;28.01;1.70,-0.06,10.78;-0.09,-0.04,0.03;30.65;22.00
3.58/0;28.05;1.78,-0.09,10.82;-0.09,-0.04,0.03;30.65;21.00
3.60/61;28.07;1.81,0.01,10.68;-0.09,-0.04,0.03;30.69;20.00
3.61/38;28.05;1.80,-0.08,10.80;-0.09,-0.04,0.03;30.74;20.00
3.63/0;28.01;1.72,0.02,10.80;-0.09,-0.04,0.03;30.74;20.00
3.65/0;28.07;1.79,-0.01,10.75;-0.09,-0.04,0.03;30.60;21.00
3.66/0;28.01;1.72,-0.05,10.71;-0.09,-0.04,0.03;30.65;21.00
3.68/0;28.05;1.78,-0.07,10.76;-0.08,-0.04,0.03;30.65;19.00
3.70/2851;28.05;1.79,-0.03,10.72;-0.09,-0.04,0.03;30.69;19.00
3.71/7;28.07;1.77,-0.06,10.79;-0.09,-0.04,0.03;30.74;19.00
3.73/0;28.01;1.75,-0.06,10.74;-0.09,-0.04,0.03;30.65;20.00
3.75/0;28.07;1.80,-0.03,10.77;-0.09,-0.04,0.03;30.69;21.00
3.76/0;28.07;1.77,-0.01,10.80;-0.09,-0.04,0.03;30.74;20.00
3.78/634;27.95;1.78,0.00,10.69;-0.09,-0.04,0.03;30.69;20.00
3.80/2771;28.05;1.73,0.00,10.62;-0.09,-0.04,0.03;30.65;19.00
3.81/1522;27.99;1.81,-0.01,10.75;-0.09,-0.04,0.03;30.65;21.00
3.83/0;27.93;1.76,-0.04,10.75;-0.09,-0.04,0.03;30.65;22.00
3.85/0;27.91;1.80,-0.04,10.78;-0.09,-0.04,0.03;30.69;22.00
3.86/0;28.01;1.81,-0.04,10.70;-0.09,-0.04,0.03;30.74;23.00
3.88/0;28.01;1.79,0.01,10.69;-0.09,-0.04,0.03;30.74;23.00
3.90/79;28.05;1.80,0.03,10.73;-0.09,-0.04,0.03;30.69;23.00
3.91/0;28.05;1.84,-0.01,10.78;-0.09,-0.04,0.03;30.65;22.00
3.93/0;28.07;1.83,-0.02,10.75;-0.09,-0.04,0.03;30.65;24.00
3.95/0;27.95;1.82,0.04,10.80;-0.09,-0.04,0.03;30.69;25.00
3.96/0;28.07;1.81,0.04,10.69;-0.09,-0.04,0.03;30.74;24.00
3.98/0;28.05;1.80,-0.06,10.73;-0.09,-0.04,0.03;30.74;23.00
4.00/47;27.93;1.78,-0.01,10.73;-0.09,-0.04,0.03;30.60;22.00
4.01/0;28.05;1.86,-0.05,10.69;-0.09,-0.04,0.03;30.74;25.00
4.03/0;28.05;1.75,0.02,10.75;-0.09,-0.04,0.03;30.74;27.00
4.05/0;28.01;1.86,0.03,10.83;-0.09,-0.04,0.03;30.69;27.00
4.06/0;27.93;1.81,-0.09,10.76;-0.09,-0.04,0.03;30.65;26.00
4.08/15;27.93;2.01,0.14,10.29;-0.09,0.05,0.01;30.65;24.00
4.10/45;27.95;1.71,-0.05,10.78;-0.09,-0.04,0.03;30.60;20.00
4.11/0;27.95;1.71,-0.01,10.78;-0.09,-0.04,0.03;30.65;24.00
4.13/0;28.05;1.80,-0.12,10.74;-0.09,-0.04,0.03;30.65;25.00
4.15/0;27.95;1.80,-0.03,10.70;-0.09,-0.05,0.03;30.60;25.00
4.16/0;28.05;1.75,-0.07,10.81;-0.09,-0.04,0.03;30.65;24.00
4.18/49;28.07;1.82,-0.10,10.75;-0.09,-0.04,0.03;30.74;23.00
4.20/0;27.93;1.81,-0.08,10.78;-0.09,-0.04,0.03;30.79;24.00
4.21/0;28.05;1.84,-0.01,10.84;-0.09,-0.03,0.03;30.60;25.00
4.23/0;28.05;1.82,0.04,10.72;-0.09,-0.03,0.03;30.74;25.00
4.25/0;28.01;1.73,0.02,10.72;-0.09,-0.03,0.03;30.60;24.00
4.26/0;27.93;1.74,-0.11,10.69;-0.09,-0.04,0.03;30.60;23.00
4.28/78;28.05;1.79,0.02,10.79;-0.09,-0.04,0.03;30.65;23.00
4.30/0;27.93;1.75,-0.01,10.76;-0.09,-0.04,0.03;30.69;24.00
4.31/0;28.05;1.81,-0.09,10.89;-0.08,-0.06,0.03;30.69;25.00
4.33/0;27.93;1.78,0.03,10.75;-0.09,-0.04,0.03;30.74;26.00
4.35/0;28.01;1.75,0.02,10.75;-0.09,-0.04,0.03;30.69;25.00
4.36/80;28.05;1.82,-0.09,10.65;-0.09,-0.04,0.03;30.60;24.00
4.38/0;28.01;1.80,-0.08,10.70;-0.09,-0.04,0.03;30.55;24.00
4.40/0;28.07;1.74,0.00,10.81;-0.09,-0.04,0.03;30.69;25.00
4.42/0;28.05;1.81,0.00,10.77;-0.09,-0.04,0.03;30.69;26.00
4.43/0;28.11;1.72,-0.07,10.74;-0.09,-0.04,0.03;30.74;27.00
4.45/0;28.05;1.77,-0.00,10.79;-0.09,-0.04,0.03;30.69;26.00
4.47/0;28.05;1.82,-0.05,10.70;-0.09,-0.04,0.03;30.79;25.00
4.48/2871;28.05;1.75,-0.03,10.83;-0.09,-0.04,0.03;30.65;24.00
4.50/7;28.05;1.78,-0.07,10.75;-0.08,-0.04,0.03;30.69;25.00
4.52/0;27.95;1.80,0.03,10.79;-0.09,-0.04,0.03;30.69;25.00
4.53/0;28.01;1.70,-0.06,10.81;-0.09,-0.04,0.03;30.65;25.00
4.55/0;28.11;1.73,-0.14,10.81;-0.09,-0.04,0.03;30.69;25.00
4.57/0;28.05;1.73,-0.01,10.80;-0.09,-0.04,0.03;30.79;25.00
4.58/44;28.07;1.84,-0.02,10.78;-0.09,-0.04,0.03;30.74;24.00
4.60/15;28.13;1.76,-0.01,10.81;-0.09,-0.04,0.03;30.69;24.00
4.62/0;28.01;1.83,-0.07,10.78;-0.09,-0.04,0.03;30.69;25.00
4.63/0;28.07;1.76,-0.04,10.87;-0.09,-0.04,0.03;30.84;25.00
4.65/0;28.05;1.75,-0.03,10.78;-0.09,-0.04,0.03;30.79;26.00
4.67/0;27.95;1.70,-0.02,10.80;-0.09,-0.04,0.03;30.69;25.00
4.68/48;27.99;1.79,-0.05,10.75;-0.09,-0.04,0.03;30.74;23.00
4.70/0;27.99;1.80,-0.49,10.01;-0.17,0.11,-0.86;30.69;23.00
4.72/0;27.93;1.74,0.03,10.76;-0.09,-0.04,0.03;30.69;24.00
4.73/0;27.95;1.77,-0.01,10.75;-0.09,-0.04,0.03;30.74;25.00
4.75/0;27.93;1.76,-0.02,10.79;-0.09,-0.04,0.03;30.69;25.00
4.77/0;27.93;1.75,0.03,10.81;-0.09,-0.04,0.03;30.69;24.00
4.78/11;27.91;1.78,0.00,10.80;-0.09,-0.04,0.03;30.65;23.00
4.80/39;27.91;1.76,-0.09,10.72;-0.09,-0.04,0.03;30.69;24.00
4.82/498;27.87;1.77,-0.01,10.74;-0.09,-0.04,0.03;30.69;25.00
4.83/0;27.87;1.68,0.00,10.77;-0.09,-0.04,0.03;30.74;26.00
4.85/0;27.95;1.77,-0.01,10.72;-0.09,-0.04,0.03;30.69;26.00
4.87/0;27.95;1.74,-0.09,10.81;-0.09,-0.04,0.03;30.69;26.00
4.88/17;27.93;1.74,0.00,10.82;-0.09,-0.04,0.03;30.74;24.00
4.90/0;27.91;1.66,-0.06,10.80;-0.09,-0.04,0.03;30.79;26.00
4.92/0;27.91;1.71,-0.00,10.82;-0.09,-0.04,0.03;30.79;27.00
4.93/0;27.85;1.78,-0.08,10.83;-0.09,-0.04,0.03;30.74;27.00
4.95/0;27.91;1.81,0.01,10.76;-0.09,-0.04,0.03;30.79;27.00
4.97/188;27.91;1.72,0.01,10.76;-0.09,-0.04,0.03;30.69;27.00
4.98/40;27.93;1.72,-0.00,10.81;-0.09,-0.04,0.03;30.74;26.00
5.00/30;27.95;1.78,-0.01,10.67;-0.09,-0.04,0.03;30.79;26.00

