0.40/0;28.05;1.69,-0.08,10.72;-0.09,-0.04,0.03;30.60;11.00
0.42/0;28.05;1.64,0.00,10.71;-0.09,-0.04,0.03;30.55;11.00
0.43/14;28.01;1.65,-0.02,10.80;-0.09,-0.04,0.03;30.55;11.00
0.45/0;28.05;1.66,-0.03,10.70;-0.09,-0.04,0.03;30.41;12.00
0.47/0;28.01;1.66,-0.02,10.84;-0.09,-0.04,0.03;30.55;12.00
0.48/0;27.93;1.61,-0.00,10.70;-0.09,-0.04,0.03;30.55;12.00
0.50/0;27.95;1.62,-0.03,10.83;-0.09,-0.04,0.03;30.51;11.00
0.52/19;27.93;1.63,-0.06,10.73;-0.09,-0.04,0.03;30.65;10.00
0.53/0;27.99;1.71,-0.04,10.79;-0.09,-0.04,0.03;30.55;11.00
0.55/0;27.95;1.70,-0.07,10.75;-0.09,-0.04,0.03;30.51;11.00
0.57/0;27.95;1.64,-0.01,10.72;-0.09,-0.04,0.03;30.65;12.00
0.58/0;28.05;1.60,0.02,10.85;-0.09,-0.04,0.03;30.65;11.00
0.60/0;28.11;1.64,-0.08,10.80;-0.09,-0.04,0.03;30.60;10.00
0.62/3;28.17;1.67,-0.11,10.80;-0.09,-0.04,0.03;30.60;10.00
0.63/0;28.17;1.71,-0.02,10.72;-0.09,-0.04,0.03;30.65;11.00
0.65/0;28.13;1.67,-0.06,10.78;-0.09,-0.04,0.03;30.51;11.00
0.67/0;28.17;1.68,-0.06,10.80;-0.09,-0.04,0.03;30.60;11.00
0.68/0;28.17;1.60,-0.05,10.73;-0.09,-0.04,0.03;30.65;10.00
0.70/49;28.13;1.74,-0.07,10.69;-0.09,-0.04,0.03;30.51;10.00
0.72/0;28.23;1.70,-0.07,10.78;-0.09,-0.04,0.03;30.60;11.00
0.73/0;28.13;1.65,0.01,10.75;-0.09,-0.04,0.03;30.55;11.00
0.75/0;28.19;1.68,-0.11,10.76;-0.09,-0.04,0.03;30.60;11.00
0.77/0;28.13;1.70,-0.04,10.80;-0.09,-0.04,0.03;30.60;10.00
0.78/13;28.13;1.62,-0.09,10.71;-0.09,-0.04,0.03;30.65;10.00
0.80/0;28.13;1.74,-0.10,10.75;-0.09,-0.04,0.03;30.60;10.00
0.82/0;28.07;1.66,-0.05,10.87;-0.09,-0.04,0.03;30.69;11.00
0.83/0;27.91;1.72,-0.07,10.80;-0.09,-0.04,0.03;30.65;11.00
0.85/0;27.93;1.66,-0.03,10.71;-0.09,-0.04,0.03;30.60;10.00
0.87/0;27.79;1.71,-0.05,10.80;-0.09,-0.04,0.03;30.60;10.00
0.88/11;27.79;1.74,-0.06,10.80;-0.09,-0.04,0.03;30.55;10.00
0.90/0;27.87;1.67,-0.06,10.75;-0.09,-0.04,0.03;30.60;10.00
0.92/0;27.91;1.63,-0.03,10.72;-0.09,-0.04,0.03;30.60;11.00
0.93/0;27.91;1.64,-0.08,10.72;-0.08,-0.04,0.03;30.65;10.00
0.95/0;27.95;1.62,0.00,10.72;-0.09,-0.04,0.03;30.65;10.00
0.97/2448;27.85;1.70,-0.15,10.77;-0.09,-0.04,0.03;30.69;9.00
0.98/0;27.81;1.69,-0.02,10.77;-0.09,-0.04,0.03;30.65;10.00
1.00/0;27.93;1.76,0.01,10.74;-0.09,-0.04,0.03;30.65;10.00
1.02/0;27.87;1.69,-0.09,10.62;-0.09,-0.04,0.03;30.60;10.00
1.03/0;27.95;1.66,-0.01,10.80;-0.09,-0.04,0.03;30.65;10.00
1.05/16;27.93;1.61,-0.06,10.75;-0.09,-0.04,0.03;30.74;9.00
1.07/0;27.81;1.70,0.01,10.70;-0.09,-0.04,0.03;30.60;9.00
1.08/0;27.85;1.69,-0.03,10.78;-0.09,-0.04,0.03;30.55;10.00
1.10/0;27.81;1.56,-0.06,10.80;-0.09,-0.04,0.03;30.65;10.00
1.12/0;27.87;1.63,-0.03,10.79;-0.09,-0.04,0.03;30.60;10.00
1.14/0;27.73;1.66,-0.07,10.84;-0.09,-0.04,0.03;30.65;9.00
1.15/29;27.79;1.66,-0.06,10.80;-0.09,-0.04,0.03;30.65;9.00
1.17/0;27.87;1.69,-0.03,10.83;-0.09,-0.04,0.03;30.60;9.00
1.19/0;27.93;1.70,-0.03,10.85;-0.09,-0.04,0.03;30.55;10.00
1.20/0;27.95;1.63,-0.06,10.75;-0.09,-0.04,0.03;30.65;9.00
1.22/0;27.93;1.68,-0.03,10.76;-0.09,-0.04,0.03;30.60;9.00
1.24/50;27.73;1.70,-0.08,10.75;-0.09,-0.04,0.03;30.65;8.00
1.25/0;27.75;1.65,-0.00,10.81;-0.09,-0.04,0.03;30.65;9.00
1.27/0;27.69;1.69,-0.06,10.80;-0.09,-0.04,0.03;30.60;9.00
1.29/0;27.93;1.73,-0.08,10.71;-0.09,-0.04,0.03;30.51;9.00
1.30/0;27.95;1.71,0.00,10.71;-0.09,-0.04,0.03;30.65;9.00
1.32/7;27.93;1.73,-0.02,10.83;-0.09,-0.04,0.03;30.60;8.00
1.34/0;27.93;1.65,-0.06,10.73;-0.09,-0.04,0.03;30.46;8.00
1.35/0;27.95;1.68,0.00,10.76;-0.09,-0.04,0.03;30.55;8.00
1.37/0;27.99;1.67,-0.04,10.72;-0.09,-0.04,0.03;30.51;9.00
1.39/0;27.99;1.65,-0.02,10.73;-0.09,-0.04,0.03;30.60;8.00
1.40/0;27.85;1.64,0.02,10.75;-0.09,-0.04,0.03;30.65;8.00
1.42/11;27.91;1.64,-0.01,10.75;-0.09,-0.04,0.03;30.60;8.00
1.44/0;27.87;1.64,0.04,10.84;-0.09,-0.04,0.03;30.65;8.00
1.45/0;27.79;1.63,-0.00,10.79;-0.09,-0.04,0.03;30.65;9.00
1.47/0;27.79;1.70,0.01,10.80;-0.09,-0.04,0.03;30.69;8.00
1.49/0;27.85;1.55,-0.04,10.75;-0.09,-0.04,0.03;30.60;8.00
1.50/0;27.85;1.70,-0.08,10.81;-0.09,-0.04,0.03;30.55;7.00
1.52/0;27.87;1.71,-0.07,10.78;-0.09,-0.04,0.03;30.60;8.00
1.54/0;27.93;1.69,-0.05,10.72;-0.09,-0.04,0.03;30.65;7.00
1.55/0;27.95;1.61,-0.04,10.79;-0.09,-0.04,0.03;30.65;8.00
1.57/0;27.93;1.64,-0.06,10.72;-0.09,-0.04,0.03;30.60;7.00
1.59/0;27.93;1.64,0.00,10.82;-0.09,-0.04,0.03;30.60;7.00
1.60/941;27.95;1.67,-0.10,10.73;-0.09,-0.04,0.03;30.55;7.00
1.62/0;27.99;1.67,-0.03,10.84;-0.09,-0.04,0.03;30.65;8.00
1.64/0;28.01;1.67,-0.03,10.71;-0.09,-0.04,0.03;30.65;7.00
1.65/0;27.99;1.67,-0.05,10.84;-0.09,-0.04,0.03;30.55;7.00
1.67/33;27.95;1.70,-0.09,10.87;-0.09,-0.04,0.03;30.65;7.00
1.69/0;27.99;1.64,-0.10,10.76;-0.09,-0.04,0.03;30.51;6.00
1.70/0;27.93;1.67,-0.06,10.78;-0.09,-0.04,0.03;30.65;7.00
1.72/0;27.95;1.65,-0.08,10.84;-0.09,-0.04,0.03;30.65;7.00
1.74/0;27.99;1.68,-0.00,10.71;-0.09,-0.04,0.03;30.60;7.00
1.75/2212;28.01;1.63,-0.05,10.54;-0.09,-0.04,0.03;30.65;6.00
1.77/0;27.91;1.63,-0.11,10.66;-0.09,-0.04,0.03;30.65;6.00
1.79/0;27.95;1.70,-0.04,10.80;-0.09,-0.04,0.03;30.69;7.00
1.80/0;27.99;1.64,-0.08,10.73;-0.09,-0.04,0.03;30.74;7.00
1.82/0;27.91;1.65,-0.04,10.87;-0.09,-0.04,0.03;30.55;7.00
1.84/0;27.93;1.69,-0.01,10.78;-0.09,-0.04,0.03;30.60;6.00
1.85/16;27.99;1.67,-0.04,10.76;-0.09,-0.04,0.03;30.65;6.00
1.87/0;27.93;1.66,-0.11,10.78;-0.09,-0.04,0.03;30.65;7.00
1.89/0;27.99;1.62,-0.03,10.85;-0.08,-0.04,0.03;30.60;7.00
1.90/0;28.11;1.58,-0.05,10.78;-0.09,-0.04,0.03;30.65;7.00
1.92/0;27.95;1.64,-0.02,10.82;-0.09,-0.04,0.03;30.65;6.00
1.94/53;27.95;1.67,-0.04,10.72;-0.09,-0.04,0.03;30.60;6.00
1.96/0;27.95;1.65,-0.06,10.69;-0.09,-0.04,0.03;30.65;7.00
1.97/0;27.93;1.68,-0.05,10.78;-0.09,-0.04,0.03;30.65;7.00
1.99/0;27.93;1.68,-0.09,10.69;-0.09,-0.04,0.03;30.60;7.00
2.01/0;28.01;1.67,-0.03,10.73;-0.09,-0.04,0.03;30.65;5.00
2.02/53;27.99;1.69,-0.07,10.77;-0.09,-0.04,0.03;30.65;5.00
2.04/0;27.81;1.68,-0.10,10.81;-0.09,-0.04,0.03;30.60;6.00
2.06/0;27.87;1.63,-0.08,10.69;-0.09,-0.04,0.03;30.69;6.00
2.07/0;27.95;1.68,-0.03,10.83;-0.09,-0.04,0.03;30.55;6.00
2.09/0;27.91;1.66,-0.05,10.78;-0.09,-0.04,0.03;30.60;5.00
2.11/7;27.93;1.66,-0.04,10.77;-0.09,-0.04,0.03;30.74;6.00
2.12/0;27.93;1.70,-0.02,10.77;-0.09,-0.04,0.03;30.65;6.00
2.14/0;27.93;1.61,-0.04,10.79;-0.09,-0.04,0.03;30.69;6.00
2.16/0;27.95;1.58,-0.03,10.78;-0.09,-0.04,0.03;30.60;6.00
2.17/9;27.99;1.64,-0.01,10.75;-0.09,-0.04,0.03;30.74;6.00
2.19/11;27.95;1.62,-0.03,10.79;-0.09,-0.04,0.03;30.69;6.00
2.21/0;27.81;1.67,-0.08,10.76;-0.09,-0.04,0.03;30.65;7.00
2.22/0;27.85;1.60,-0.02,10.76;-0.09,-0.04,0.03;30.65;7.00
2.24/0;27.87;1.63,-0.07,10.80;-0.09,-0.04,0.03;30.79;6.00
2.26/25;27.91;1.63,-0.08,10.79;-0.09,-0.04,0.03;30.60;6.00
2.27/0;27.93;1.65,-0.08,10.72;-0.09,-0.04,0.03;30.65;6.00
2.29/0;27.87;1.61,-0.01,10.74;-0.09,-0.04,0.03;30.60;7.00
2.31/0;27.91;1.66,-0.03,10.82;-0.09,-0.04,0.03;30.60;7.00
2.32/0;27.87;1.61,-0.08,10.78;-0.09,-0.04,0.03;30.65;6.00
2.34/7;27.99;1.64,-0.06,10.75;-0.09,-0.04,0.03;30.79;5.00
2.36/0;27.81;1.67,-0.05,10.81;-0.09,-0.04,0.03;30.69;6.00
2.37/0;27.85;1.64,-0.02,10.72;-0.09,-0.04,0.03;30.65;7.00
2.39/0;27.87;1.68,-0.08,10.74;-0.09,-0.04,0.03;30.51;7.00
2.41/0;27.79;1.65,-0.03,10.75;-0.09,-0.04,0.03;30.60;7.00
2.42/16;27.85;1.69,-0.03,10.79;-0.09,-0.04,0.03;30.65;6.00
2.44/0;28.07;1.62,-0.03,10.78;-0.09,-0.04,0.03;30.69;7.00
2.46/0;27.79;1.61,0.00,10.79;-0.09,-0.04,0.03;30.60;8.00
2.47/0;27.87;1.67,-0.14,10.75;-0.09,-0.04,0.03;30.55;7.00
2.49/0;27.87;1.68,-0.05,10.74;-0.09,-0.04,0.03;30.69;7.00
2.51/17;27.93;1.65,-0.04,10.73;-0.09,-0.04,0.03;30.69;7.00
2.52/0;27.91;1.65,-0.05,10.78;-0.09,-0.04,0.03;30.65;7.00
2.54/0;27.91;1.70,-0.08,10.72;-0.09,-0.04,0.03;30.69;8.00
2.56/0;27.81;1.61,0.01,10.77;-0.09,-0.04,0.03;30.69;8.00
2.57/0;27.93;1.64,-0.05,10.68;-0.08,-0.04,0.03;30.65;7.00
2.59/5;27.93;1.68,-0.07,10.78;-0.08,-0.04,0.03;30.69;7.00
2.61/0;27.85;1.60,0.00,10.84;-0.09,-0.04,0.03;30.69;7.00
2.62/0;27.91;1.62,0.00,10.81;-0.09,-0.04,0.03;30.55;8.00
2.64/0;27.87;1.69,-0.05,10.74;-0.09,-0.04,0.03;30.60;8.00
2.66/0;27.81;1.66,-0.09,10.75;-0.09,-0.04,0.03;30.69;7.00
2.67/25;27.87;1.69,-0.08,10.75;-0.09,-0.04,0.03;30.65;7.00
2.69/1039;27.87;1.69,-0.06,10.73;-0.09,-0.04,0.03;30.65;7.00
2.71/0;27.91;1.67,-0.06,10.91;-0.09,-0.04,0.03;30.60;8.00
2.72/0;27.95;1.63,-0.05,10.77;-0.08,-0.04,0.03;30.74;8.00
2.74/0;27.81;1.73,-0.03,10.81;-0.09,-0.04,0.03;30.65;7.00
2.76/5;27.73;1.66,0.02,10.85;-0.09,-0.04,0.03;30.60;7.00
2.77/0;27.81;1.72,-0.04,10.80;-0.09,-0.04,0.03;30.65;8.00
2.79/0;27.79;1.67,-0.05,10.75;-0.09,-0.04,0.03;30.65;8.00
2.81/0;27.79;1.59,-0.02,10.88;-0.09,-0.04,0.03;30.69;7.00
2.83/29;27.79;1.68,-0.09,10.76;-0.09,-0.04,0.03;30.65;7.00
2.84/1863;27.75;1.72,-0.03,10.76;-0.09,-0.04,0.03;30.55;7.00
2.86/0;27.81;1.64,0.04,10.77;-0.09,-0.04,0.03;30.60;8.00
2.88/0;27.87;1.64,-0.07,10.75;-0.09,-0.04,0.03;30.65;8.00
2.89/0;27.81;1.69,-0.06,10.77;-0.09,-0.04,0.03;30.65;7.00
2.91/53;27.81;1.73,-0.06,10.76;-0.09,-0.04,0.03;30.69;6.00
2.93/0;27.85;1.65,-0.06,10.75;-0.09,-0.04,0.03;30.65;7.00
2.94/0;27.81;1.69,-0.02,10.73;-0.09,-0.04,0.03;30.55;8.00
2.96/0;27.87;1.63,-0.10,10.81;-0.08,-0.04,0.03;30.60;8.00
2.98/0;27.79;1.61,0.03,10.72;-0.09,-0.04,0.03;30.55;7.00
2.99/50;27.85;1.66,-0.05,10.83;-0.09,-0.04,0.03;30.55;6.00
3.01/0;27.81;1.68,0.00,10.82;-0.09,-0.04,0.03;30.60;7.00
3.03/0;27.81;1.64,-0.11,10.80;-0.09,-0.04,0.03;30.74;7.00
3.04/0;27.75;1.67,-0.03,10.74;-0.09,-0.04,0.03;30.65;7.00
3.06/0;27.75;1.69,-0.07,10.73;-0.09,-0.04,0.03;30.60;6.00
3.08/33;27.91;1.62,0.01,10.77;-0.09,-0.04,0.03;30.55;6.00
3.09/0;27.85;1.65,-0.03,10.80;-0.09,-0.04,0.03;30.55;6.00
3.11/0;27.81;1.61,-0.02,10.81;-0.09,-0.04,0.03;30.60;7.00
3.13/0;27.81;1.65,-0.05,10.69;-0.09,-0.04,0.03;30.55;7.00
3.14/0;27.87;1.63,-0.05,10.71;-0.09,-0.04,0.03;30.65;6.00
3.16/33;27.75;1.65,-0.07,10.76;-0.09,-0.04,0.03;30.60;6.00
3.18/0;27.79;1.69,-0.06,10.73;-0.08,-0.04,0.03;30.69;8.00
3.19/0;27.85;1.67,-0.05,10.75;-0.09,-0.04,0.03;30.55;9.00
3.21/0;27.93;1.64,-0.05,10.66;-0.09,-0.04,0.03;30.60;9.00
3.23/0;27.81;1.67,-0.03,10.72;-0.09,-0.04,0.03;30.65;8.00
3.24/0;27.85;1.67,-0.07,10.81;-0.09,-0.04,0.03;30.65;8.00
3.26/0;27.73;1.71,-0.09,10.77;-0.09,-0.04,0.03;30.60;8.00
3.28/0;27.73;1.74,-0.06,10.75;-0.09,-0.04,0.03;30.69;8.00
3.29/0;27.79;1.73,-0.08,10.85;-0.09,-0.04,0.03;30.65;9.00
3.31/0;27.75;1.61,0.03,10.76;-0.09,-0.04,0.03;30.60;8.00
3.33/0;27.91;1.64,-0.04,10.77;-0.09,-0.04,0.03;30.55;8.00
3.34/14;27.87;1.62,-0.08,10.75;-0.09,-0.04,0.03;30.55;8.00
3.36/0;27.81;1.59,-0.01,10.77;-0.09,-0.04,0.03;30.65;8.00
3.38/0;27.85;1.68,-0.05,10.76;-0.09,-0.04,0.03;30.51;9.00
3.39/0;27.87;1.66,-0.07,10.83;-0.09,-0.04,0.03;30.55;9.00
3.41/0;27.81;1.69,-0.08,10.79;-0.09,-0.04,0.03;30.60;8.00
3.43/0;27.91;1.64,-0.06,10.78;-0.09,-0.04,0.03;30.60;8.00
3.44/0;27.85;1.63,0.05,10.81;-0.09,-0.04,0.03;30.65;8.00
3.46/0;27.85;1.66,-0.03,10.85;-0.09,-0.04,0.03;30.55;9.00
3.48/0;27.75;1.69,-0.04,10.75;-0.09,-0.04,0.03;30.51;9.00
3.49/0;27.79;1.66,-0.03,10.75;-0.09,-0.04,0.03;30.55;8.00
3.51/27;27.73;1.66,-0.06,10.72;-0.09,-0.04,0.03;30.65;8.00
3.53/0;27.75;1.63,-0.07,10.76;-0.09,-0.04,0.03;30.60;8.00
3.54/0;27.73;1.65,-0.05,10.81;-0.09,-0.04,0.03;30.55;9.00
3.56/0;27.73;1.64,-0.09,10.75;-0.09,-0.04,0.03;30.65;10.00
3.58/0;27.73;1.63,-0.08,10.79;-0.09,-0.04,0.03;30.60;10.00
3.59/22;27.75;1.68,-0.01,10.73;-0.09,-0.04,0.03;30.65;10.00
3.61/0;27.79;1.55,-0.01,10.77;-0.09,-0.04,0.03;30.65;11.00
3.63/0;27.75;1.59,-0.07,10.69;-0.09,-0.04,0.03;30.60;11.00
3.65/0;27.81;1.69,-0.02,10.78;-0.09,-0.04,0.03;30.55;10.00
3.66/0;27.73;1.71,-0.04,10.75;-0.09,-0.04,0.03;30.55;10.00
3.68/50;27.73;1.62,-0.07,10.74;-0.09,-0.04,0.03;30.60;11.00
3.70/0;27.75;1.69,-0.10,10.76;-0.09,-0.04,0.03;30.51;11.00
3.71/0;27.73;1.73,-0.03,10.69;-0.09,-0.04,0.03;30.55;12.00
3.73/0;27.81;1.66,-0.02,10.83;-0.09,-0.04,0.03;30.60;12.00
3.75/0;27.81;1.65,-0.02,10.73;-0.09,-0.04,0.03;30.55;10.00
3.76/11;27.73;1.70,0.00,10.82;-0.09,-0.04,0.03;30.46;10.00
3.78/0;27.73;1.66,-0.10,10.72;-0.09,-0.04,0.03;30.60;11.00
3.80/0;27.75;1.66,-0.00,10.71;-0.09,-0.04,0.03;30.60;12.00
3.81/0;27.79;1.64,-0.10,10.74;-0.09,-0.04,0.03;30.55;12.00
3.83/0;27.67;1.68,-0.03,10.78;-0.08,-0.04,0.03;30.51;11.00
3.85/30;27.73;1.64,0.02,10.72;-0.09,-0.04,0.03;30.60;11.00
3.86/0;27.79;1.62,-0.07,10.77;-0.09,-0.04,0.03;30.65;12.00
3.88/0;27.75;1.65,0.05,10.82;-0.09,-0.04,0.03;30.51;12.00
3.90/0;27.73;1.61,-0.08,10.72;-0.09,-0.04,0.03;30.51;12.00
3.91/0;27.73;1.68,-0.04,10.72;-0.09,-0.04,0.03;30.55;12.00
3.93/58;27.75;1.72,-0.03,10.75;-0.08,-0.04,0.03;30.60;11.00
3.95/0;27.75;1.64,-0.06,10.77;-0.08,-0.04,0.03;30.51;12.00
3.96/0;27.79;1.66,-0.02,10.77;-0.09,-0.04,0.03;30.55;13.00
3.98/0;27.75;1.64,-0.02,10.79;-0.09,-0.04,0.03;30.60;13.00
4.00/0;27.75;1.61,-0.13,10.67;-0.09,-0.04,0.03;30.51;13.00
4.01/0;27.79;1.67,-0.03,10.75;-0.09,-0.04,0.03;30.65;12.00
4.03/6;27.79;1.68,-0.03,10.77;-0.09,-0.04,0.03;30.65;12.00
4.05/0;27.69;1.67,0.02,10.81;-0.09,-0.04,0.03;30.51;12.00
4.06/0;27.73;1.70,-0.06,10.75;-0.09,-0.04,0.03;30.55;13.00
4.08/0;27.73;1.71,-0.10,10.75;-0.09,-0.04,0.03;30.55;12.00
4.10/0;27.75;1.67,-0.02,10.71;-0.09,-0.04,0.03;30.51;11.00
4.11/58;27.81;1.67,-0.03,10.84;-0.09,-0.04,0.03;30.55;11.00
4.13/0;27.91;1.63,-0.07,10.81;-0.09,-0.04,0.03;30.55;12.00
4.15/0;27.79;1.67,-0.10,10.77;-0.09,-0.04,0.03;30.60;12.00
4.16/0;27.67;1.61,-0.08,10.81;-0.09,-0.04,0.03;30.51;12.00
4.18/0;27.75;1.64,-0.06,10.79;-0.09,-0.04,0.03;30.55;12.00
4.20/32;27.69;1.66,-0.01,10.78;-0.09,-0.04,0.03;30.51;11.00
4.21/0;27.73;1.61,-0.06,10.78;-0.09,-0.04,0.03;30.55;11.00
4.23/0;27.69;1.65,-0.01,10.73;-0.09,-0.04,0.03;30.55;12.00
4.25/0;27.73;1.67,-0.03,10.79;-0.09,-0.04,0.03;30.51;12.00
4.26/0;27.69;1.64,-0.01,10.76;-0.09,-0.04,0.03;30.60;12.00
4.28/0;27.75;1.68,-0.03,10.83;-0.09,-0.04,0.03;30.55;11.00
4.30/16;27.79;1.64,-0.01,10.76;-0.09,-0.04,0.03;30.51;11.00
4.31/0;27.81;1.67,-0.03,10.83;-0.09,-0.04,0.03;30.55;12.00
4.33/0;27.87;1.69,-0.12,10.80;-0.09,-0.04,0.03;30.55;12.00
4.35/0;27.87;1.68,-0.04,10.82;-0.09,-0.04,0.03;30.60;12.00
4.36/0;27.85;1.64,-0.11,10.78;-0.09,-0.04,0.03;30.51;11.00
4.38/16;27.93;1.68,0.00,10.76;-0.09,-0.04,0.03;30.65;11.00
4.40/0;27.93;1.63,-0.01,10.72;-0.08,-0.04,0.03;30.55;11.00
4.41/0;27.87;1.69,-0.05,10.79;-0.09,-0.04,0.03;30.60;12.00
4.43/0;27.91;1.68,-0.06,10.73;-0.09,-0.04,0.03;30.65;12.00
4.45/0;27.85;1.66,-0.08,10.90;-0.08,-0.04,0.03;30.55;11.00
4.47/3;27.91;1.68,-0.02,10.76;-0.09,-0.04,0.03;30.60;10.00
4.48/7;27.93;1.62,-0.04,10.82;-0.09,-0.04,0.03;30.55;10.00
4.50/0;27.91;1.67,-0.06,10.66;-0.09,-0.04,0.03;30.55;11.00
4.52/0;27.99;1.69,-0.08,10.69;-0.08,-0.04,0.03;30.60;12.00
4.53/0;27.93;1.68,-0.02,10.80;-0.09,-0.04,0.03;30.55;12.00
4.55/0;27.95;1.64,-0.06,10.75;-0.08,-0.04,0.03;30.55;11.00
4.57/2588;27.93;1.70,-0.06,10.82;-0.09,-0.04,0.03;30.60;11.00
4.58/0;27.85;1.64,-0.06,10.78;-0.09,-0.04,0.03;30.65;11.00
4.60/0;27.95;1.68,-0.00,10.69;-0.09,-0.04,0.03;30.55;12.00
4.62/0;27.99;1.64,-0.07,10.81;-0.09,-0.04,0.03;30.60;12.00
4.63/0;27.93;1.66,-0.03,10.76;-0.09,-0.04,0.03;30.60;11.00
4.65/53;27.99;1.66,-0.01,10.83;-0.09,-0.04,0.03;30.65;12.00
4.67/0;27.91;1.67,-0.01,10.77;-0.09,-0.04,0.03;30.60;12.00
4.68/0;27.91;1.68,0.02,10.71;-0.09,-0.04,0.03;30.65;13.00
4.70/0;27.91;1.68,0.00,10.72;-0.09,-0.04,0.03;30.65;13.00
4.72/0;27.93;1.73,-0.05,10.80;-0.09,-0.04,0.03;30.69;12.00
4.73/0;27.93;1.66,-0.02,10.80;-0.09,-0.04,0.03;30.60;11.00
4.75/0;27.95;1.65,-0.05,10.75;-0.09,-0.04,0.03;30.65;12.00
4.77/0;27.81;1.65,-0.06,10.83;-0.09,-0.04,0.03;30.69;12.00
4.78/0;27.75;1.65,-0.07,10.74;-0.09,-0.04,0.03;30.51;13.00
4.80/0;27.91;1.63,-0.07,10.81;-0.09,-0.04,0.03;30.65;12.00
4.82/0;27.85;1.66,-0.07,10.75;-0.09,-0.04,0.03;30.69;11.00
4.83/13;27.81;1.65,-0.05,10.73;-0.09,-0.04,0.03;30.60;11.00
4.85/0;27.81;1.63,-0.05,10.75;-0.09,-0.04,0.03;30.65;12.00
4.87/0;27.79;1.72,-0.06,10.73;-0.09,-0.04,0.03;30.69;12.00
4.88/0;27.79;1.62,-0.02,10.75;-0.08,-0.04,0.03;30.69;12.00
4.90/0;27.79;1.66,-0.02,10.82;-0.09,-0.04,0.03;30.55;11.00
4.92/22;27.81;1.68,-0.06,10.88;-0.09,-0.04,0.03;30.60;11.00
4.93/0;27.73;1.71,-0.08,10.80;-0.09,-0.04,0.03;30.60;11.00
4.95/0;27.79;1.70,-0.09,10.77;-0.09,-0.04,0.03;30.65;12.00
4.97/0;27.85;1.66,-0.02,10.79;-0.09,-0.04,0.03;30.69;12.00
4.98/0;27.81;1.66,-0.04,10.76;-0.09,-0.04,0.03;30.69;11.00
5.00/0;27.93;1.62,-0.05,10.76;-0.09,-0.04,0.03;30.65;10.00
5.02/0;27.73;1.63,-0.03,10.83;-0.09,-0.04,0.03;30.60;11.00
5.03/0;27.73;1.60,-0.06,10.79;-0.09,-0.04,0.03;30.51;11.00
5.05/0;27.79;1.60,-0.03,10.77;-0.09,-0.04,0.03;30.65;12.00
5.07/0;27.73;1.64,-0.01,10.68;-0.09,-0.04,0.03;30.69;11.00
5.08/0;27.73;1.68,-0.02,10.79;-0.09,-0.04,0.03;30.60;10.00
5.10/39;27.73;1.64,-0.07,10.76;-0.08,-0.04,0.03;30.55;10.00
5.12/0;27.73;1.67,0.01,10.70;-0.09,-0.04,0.03;30.60;11.00
5.13/0;27.79;1.65,-0.05,10.76;-0.09,-0.04,0.03;30.60;11.00
5.15/0;27.75;1.71,-0.07,10.83;-0.09,-0.04,0.03;30.55;11.00
5.17/0;27.73;1.57,-0.04,10.82;-0.09,-0.04,0.03;30.55;11.00
5.18/0;27.73;1.63,-0.02,10.78;-0.09,-0.04,0.03;30.60;10.00
5.20/38;27.73;1.64,-0.02,10.78;-0.09,-0.04,0.03;30.55;10.00
5.22/0;27.67;1.67,-0.00,10.83;-0.09,-0.04,0.03;30.55;10.00
